Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
160117.0,0.182968641226616,0.651387497577811,0.0972878118887895,-0.110819401412429,0.240410958751205,-1.02217181725473,0.636968277367073,-0.151224544842406,0.136861869570797,-0.964598460041127,-0.670836682766798,-0.294224722993449,-0.149189945949797,-1.23326011585802,0.224112327241034,0.362521451461112,0.603868847465324,0.374039989928301,-0.0059066740629278,-0.0212529068259167,0.0588222001095552,0.256611620232569,0.0875409515000875,-0.0211569864400929,-0.896406881213076,0.499758815159989,0.0948850613203709,0.133151455019333,30.0,0
52656.0,0.81946521389825,-0.207918192252289,1.36188650515825,2.83436506627155,-0.903883727568929,0.221671232591429,-0.308826223479874,0.0920645448259865,0.0071385013024551,0.403169927429786,-0.856792092066998,0.470089446596035,0.626039617157341,-0.489834432998176,-0.344407247723189,0.615499862443309,-0.442331156536521,-0.236548636539521,-0.896728376671903,0.19573821100082,0.0161863202098409,-0.132467022979168,-0.100779861137423,0.410517302343934,0.258347748965113,-0.0624545231438695,0.0165522457617651,0.0646252924685023,159.0,0
93670.0,-0.535045380949255,1.01458675154104,1.75067891392464,2.76938952182798,0.500089056974577,1.00227002187343,0.847902452121741,-0.0813227730537332,0.371579191137152,0.560595474831028,-0.855436772114656,-4.17962754300728,0.286872062690149,1.2712544014975,-1.01164682822707,1.45859955147384,-0.61325997375772,0.814930899350468,-2.14712433919813,-0.253757466615379,0.0635250013373249,0.443430519261738,-0.0727537762793498,0.448192473937553,-0.655202549427269,-0.181038272106228,-0.093013206842366,-0.0649314880612565,117.44,0
155757.0,1.99211543673232,-0.0215800626392244,-1.79102948668582,0.608671086610134,0.243365130312694,-0.667580386470338,-0.072841093868065,-0.0534311862091499,0.700248479209803,-0.490567889500574,0.750239959581836,0.304017885268612,-0.958759921284222,-1.36572573504696,-0.971207370462332,0.382586244698692,0.970978744039713,0.781380552998805,0.222360687252685,-0.206291363508352,-0.001674330989426,0.240016100163813,-0.0044953248505798,-0.484206516417494,0.0617484686872687,0.646646015424673,-0.0476272071157109,-0.0448698580521177,9.99,0
126657.0,1.50356533780302,-1.43665694075967,-0.650518165080704,-0.603056468229753,-1.22077940505533,-0.740938440166118,-0.339764103326601,-0.0472028513283773,1.28591854077725,-0.329776576231504,1.10031861226048,0.903357764358088,-0.521806558877521,0.378484404521946,0.551265481250782,0.518834047291922,-0.670312208656186,0.285793507559585,0.439448752272736,0.318736686245801,0.0299339319635873,-0.44458292619483,0.192776429978153,0.0850982829184343,-0.801081551610175,0.28358191036571,-0.0948666325757269,-0.0119601410261516,261.38,0
36244.0,1.03768831413012,-0.120857691991942,1.19789240158327,1.0522012682281,-0.510433353423922,0.952290983277187,-0.780355007396224,0.487848026572624,0.479981173268539,-0.0657863855393522,1.48759067709295,1.23413865680218,-0.081770914699747,0.0342014855670443,0.419440927793914,-0.134795028554135,-0.0828695691480437,-0.362206038331188,-0.781911081149255,-0.187274318843748,0.0835037241018337,0.421647524284014,0.0521849456889108,-0.283246272982712,0.209143730489711,-0.372108178140332,0.0970338066760762,0.0214038045005289,6.53,0
52324.0,1.18115479727128,-0.959372852205574,0.675550854578461,-0.754455494639428,-1.29993138312483,-0.27956865401128,-0.883001448705943,0.0684612209441054,-0.708288586468064,0.729320352913686,1.08989388451236,-0.161071749788644,-0.0777500428873654,-0.0972188400043272,0.356637756994334,1.73488712812162,-0.228478940328957,-0.533682284702186,0.795065469089923,0.272795311304709,0.205482066894862,0.247404629984394,-0.0872635756081594,0.0147205067890201,0.235638945702024,-0.304260528931205,0.0062376762879536,0.0292552173349585,104.04,0
156807.0,1.96976282247305,-0.124168413243151,-1.78870642403965,0.334163306438648,0.420420823315595,-0.885107037654223,0.542993181107002,-0.33963913389744,0.277481487799667,0.0723698671612418,0.593641225340075,1.281442758839,0.246424713173063,0.579229352558804,-1.03738492054021,-0.536885602542892,-0.476794693876559,-0.0877130424822546,0.625474065485403,-0.128382765352345,0.0599559048238494,0.307037228087095,-0.0646293438115215,-0.293608830984373,0.373592303792145,-0.226776895368047,-0.0458073051919659,-0.0710642533362022,49.99,0
32228.0,-0.868422373378236,1.07081998372018,0.935306048583995,-0.0234510310321954,-0.433646632676566,-0.60249157326783,0.653034706070419,0.343132347414657,-0.607719112665068,-0.618442277987256,-0.828821164837943,0.0926567198864731,0.401129618176709,0.399460570155412,0.815643233537955,0.432307145727889,-0.375050923898891,-0.191104324819799,0.121274490303558,0.203303804212341,-0.155608353404212,-0.658907162433414,0.189847193197766,0.0009545821090974,-0.0786579130479755,0.0923909584976621,0.110910236756327,0.0611846081678126,89.99,0
147551.0,-0.966747136784214,-0.120078354450593,1.64151542806553,-0.832178899457902,1.09826066978808,-0.558331874432005,0.0825709197860148,-0.0620483689376319,0.283259472112197,-0.384655215371333,-0.882547281523317,0.175802721853715,0.972688025763384,-0.581728248768777,0.504162651157474,0.413465047457704,-0.916288452934922,0.171204923566675,-0.437030873050993,0.427288972843486,0.196743729664112,0.677015420542251,-0.14872797444786,0.734711284692795,-0.0434179454916007,0.617429691299365,0.125081744472735,-0.0133289583291997,7.83,0
33306.0,1.2112715385165,-0.717518930483575,0.14573535668025,-0.697480825207793,-0.934112742589349,-0.809450461656785,-0.331205361280411,-0.180423503689025,-1.20932835098221,0.776230075200144,1.49197253197346,0.217519905710881,0.372372242192677,0.0915492292480692,-0.0642712411205014,1.18585500962495,0.0266165724239349,-0.908518310022092,0.77910800083112,0.279366348731598,0.321011001520739,0.637945469355173,-0.208339778057042,0.389301183317755,0.57836999534314,-0.144698440664642,-0.0248338133480468,0.0165571127424648,100.5,0
47485.0,-1.21536965481959,0.136799715966944,-0.0590527113726338,-1.75004697318716,-0.82335015078501,-0.421707530471888,1.48518507865157,0.353321397463947,0.319522033605665,-1.72456017805459,1.29385857791321,1.52466026874017,-0.143698942092234,0.701801330957624,-0.600230841620567,-0.945573966841251,0.0705564555690267,-0.101539227192477,-0.0691643225996113,0.399927116166241,0.382352009091793,0.825507318105874,0.534126231893079,0.217164796060001,-0.0585493414950192,-0.827129982552382,0.234762924001776,0.188385285534492,279.91,0
